,time,count
180,11:00:00,41.0
181,11:05:00,48.0
182,11:10:00,66.0
183,11:15:00,80.0
184,11:20:00,73.0
185,11:25:00,88.0
186,11:30:00,98.0
187,11:35:00,135.0
188,11:40:00,188.0
189,11:45:00,241.0
190,11:50:00,313.0
191,11:55:00,326.0
192,12:00:00,444.0
193,12:05:00,604.0
194,12:10:00,688.0
195,12:15:00,661.0
196,12:20:00,625.0
197,12:25:00,553.0
198,12:30:00,517.0
199,12:35:00,418.0
200,12:40:00,397.0
201,12:45:00,372.0
202,12:50:00,341.0
203,12:55:00,324.0
204,13:00:00,272.0
205,13:05:00,245.0
206,13:10:00,214.0
207,13:15:00,202.0
208,13:20:00,193.0
209,13:25:00,190.0
210,13:30:00,128.0
211,13:35:00,134.0
212,13:40:00,85.0
213,13:45:00,105.0
214,13:50:00,93.0
215,13:55:00,68.0
